"tablescraper-selected-row href","object-contain src","text-[16px]","text-[14px]","text-[14px] 2","text-se-neutral-80","tooltip-content","text-14","rounded-[8px] 2"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-ky-thuat-may-tinh-it-phan-cung-c8p122id200808929.html?open_from=0201_6_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/2cf7c30345f8fea0fd963e210df7a33a_5aa2760e7a9c5_1520596494.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Máy Tính - IT Phần Cứng","Cty TNHH TM & DV Thiết Bị Văn Phòng Nhất Phát Phát","6 - 8 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/giao-duc-dao-tao/giao-vien-day-tin-hoc-van-phong-hcm-binh-duong-c32p122id200804047.html?open_from=0201_6_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/08/18/images/166080984272.w-128.h-128.jpeg?v=220513","Giáo Viên Dạy Tin Học Văn Phòng (HCM - Bình Dương)","Công Ty TNHH Giáo Dục Tin Học Sao Việt","8 - 15 triệu","TP.HCM, Bình Dương, Đồng Nai","TP.HCM, Bình Dương, Đồng Nai","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-lap-trinh-backend-developer-mobile-developer-react-native-c7p122id200805421.html?open_from=0201_6_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/9d2732e24b401f22183cf3798a3c0d58_6018754_vieclam24h_1591927367.w-128.h-128.png?v=220513","Nhân Viên Lập Trình Backend Developer & Mobile Developer (React-Native)","Công Ty Cổ Phần Điện Tử Viễn Thông Ánh Dương","10 - 25 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/buu-chinh-vien-thong/ky-thuat-nghanh-vien-thong-dien-tu-tin-hoc-tai-tp-da-nang-nghi-t7-cn-c38p104id200799500.html?open_from=0201_6_6&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5d268cd54cde9_1562807509.w-128.h-128.jpg?v=220513","Kỹ Thuật Nghành: Viễn Thông, Điện Tử, Tin Học Tại Tp Đà Nẵng (Nghỉ T7-Cn)","Công Ty TNHH Viễn Thông Tin Học D.Test","8 - 12 triệu","Đà Nẵng, Bình Định, Thừa Thiên Huế, +1","Đà Nẵng, Bình Định, Thừa Thiên Huế, Quảng Trị","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-mem/viettel-nhan-vien-tu-van-giai-phap-cong-nghe-thong-tin-sales-b2b-sales-it-c8p122id200800742.html?open_from=0201_6_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/09/img-1775714440729_177571444132.w-128.h-128.png?v=220513","Viettel_Nhân Viên Tư Vấn Giải Pháp Công Nghệ Thông Tin (Sales B2B/ Sales IT)","Công Ty Cổ Phần  Green Speed","13 - 20 triệu","TP.HCM, Bình Dương","TP.HCM, Bình Dương","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-c7p119id200807454.html?open_from=0201_6_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/06/26/toancau_175091070424.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật","Công Ty TNHH Xuất Nhập Khẩu Ứng Dụng Công Nghệ Toàn Cầu","8 - 15 triệu","Bình Dương","Bình Dương","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-bao-hanh-ky-thuat-pc-c34p122id200806986.html?open_from=0201_6_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2022/05/04/images/165164622856.w-128.h-128.jpeg?v=220513","Nhân Viên Bảo Hành - Kỹ Thuật Pc","Công Ty TNHH Đầu Tư Thương Mại Linh Kiệt","9 - 12 triệu","TP.HCM","TP.HCM","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-vien-thong-thu-nhap-den-15-trieu-c7p122id200796065.html?open_from=0201_6_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/12/12/images/167081528625.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Viễn Thông - Thu Nhập Đến 15 Triệu","Công Ty Cổ Phần Viễn Thông ACT","8 - 15 triệu","TP.HCM","TP.HCM","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/it-phan-mem/thuc-tap-sinh-nganh-cong-nghe-thong-tin-c8p122id200650428.html?open_from=0201_6_11&search_id=8934079a3f634e9eeb36b3c501feb62a","","Thực Tập Sinh Ngành Công Nghệ Thông Tin","Công Ty TNHH Công Nghệ Phần Mềm Nasani","4 - 9 triệu","TP.HCM","TP.HCM","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-biet-tieng-anh-thu-nhap-den-12-trieu-c7p122id200798399.html?open_from=0201_6_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/12/02/LO_173312251070.w-128.h-128.png?v=220513","Nhân Viên IT - Biết Tiếng Anh - Thu Nhập Đến 12 Triệu","Công Ty TNHH Danu Vina","8 - 12 triệu","TP.HCM","TP.HCM","Còn 26 ngày","Ngày hết hạn nộp hồ sơ 29/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-trien-khai-va-ho-tro-phan-mem-hcm-c8p122id200642480.html?open_from=0201_6_13&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/22/z7750840973953_41f57d0c11c60cf4fd6fcbd2eee43ecf_177682752650.w-128.h-128.jpg?v=220513","Nhân Viên Triển Khai Và Hỗ Trợ Phần Mềm HCM","Công Ty TNHH Phần Mềm Lis","8 - 12 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-phan-mem-c7p122id200814572.html?open_from=0201_6_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/09/09/z4677519643684_9e94cb222bc81b4b49f503703b45a0d0%20(1)_169424094435.w-128.h-128.jpg?v=220513","Nhân Viên IT (Phần Mềm)","CÔNG TY TRÁCH NHIỆM HỮU HẠN THỰC PHẨM BÌNH VINH SÀI GÒN","15 - 25 triệu","TP.HCM","TP.HCM","Còn 18 ngày","Ngày hết hạn nộp hồ sơ 21/05/2026"
"https://vieclam24h.vn/cong-nghe-thuc-pham-dinh-duong/nhan-vien-it-phan-cung-c48p122id200814571.html?open_from=0201_6_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/09/09/z4677519643684_9e94cb222bc81b4b49f503703b45a0d0%20(1)_169424094435.w-128.h-128.jpg?v=220513","Nhân Viên IT (Phần Cứng)","CÔNG TY TRÁCH NHIỆM HỮU HẠN THỰC PHẨM BÌNH VINH SÀI GÒN","8 - 15 triệu","TP.HCM","TP.HCM","Còn 18 ngày","Ngày hết hạn nộp hồ sơ 21/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-thiet-ke-va-len-khoi-luong-thau-chua-kinh-nghiem-duoc-dao-tao-thu-nhap-tu-17-20-trieu-phu-cap-c41p122id200797533.html?open_from=0201_6_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/f27898ce081830dadc6fe8c8e5aaa8a9_1583381104_logohiendai.w-128.h-128.png?v=220513","Kỹ Sư Thiết Kế Và Lên Khối Lượng Thầu / Chưa Kinh Nghiệm Được Đào Tạo - Thu Nhập Từ 17 - 20 Triệu + Phụ Cấp","Công Ty Cổ Phần Tích Hợp Hiện Đại","17 - 20 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/tro-ly-truong-phong-cntt-it-assistant-manager-project-coordination-stakeholder-management-c7p122id200799944.html?open_from=0201_6_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/14/z7724901427925_6bcd72bca88891b38e410ce64aba59fd_177616052118.w-128.h-128.jpg?v=220513","Trợ Lý Trưởng Phòng CNTT (IT Assistant Manager – Project Coordination & Stakeholder Management)","Công Ty TNHH Worklassic","30 - 35 triệu","TP.HCM","TP.HCM","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/ky-thuat-vien-atm-di-lam-ngay-c34p122id200799216.html?open_from=0201_6_18&search_id=8934079a3f634e9eeb36b3c501feb62a","","Kỹ Thuật Viên Atm - Đi Làm Ngay","Công Ty Cổ Phần Giải Pháp Và Dịch Vụ Nam Phương","10 - 12 triệu","TP.HCM, Hà Nội","TP.HCM, Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-may-tinh-may-in-may-photocopy-c34p119id200797571.html?open_from=0201_6_19&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/05/07/4523354_vieclam24h_1588821704.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Máy Tính - Máy In - Máy Photocopy","Công Ty TNHH Tin Học Thiết Bị Văn Phòng Thuyền Ngọc","8 - 15 triệu","Bình Dương","Bình Dương","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-helpdesk-c7p122id200808571.html?open_from=0201_6_20&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/16/img-1776324797519_177632479855.w-128.h-128.png?v=220513","Nhân Viên IT Helpdesk","Công Ty Cổ Phần Kỹ Thuật Và Ô Tô Trường Long","10 - 15 triệu","TP.HCM","TP.HCM","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/buu-chinh-vien-thong/giam-sat-hien-truong-dien-nhe-luong-len-den-22-trieu-thang-c38p122id200795933.html?open_from=0201_6_21&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/04/07/LOGO%20-%20PNC%20-%20S%20-%20NEW_168086217078.w-128.h-128.png?v=220513","Giám Sát Hiện Trường Điện Nhẹ (Lương Lên Đến 22 Triệu/Tháng)","Công Ty TNHH Xây Lắp Kỹ Thuật Phương Nam","15 - 22 triệu","TP.HCM","TP.HCM","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-ky-thuat-may-photocopy-may-in-may-tinh-khong-can-kinh-nghiem-c8p122id200793700.html?open_from=0201_6_22&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2021/11/04/images/163603691867.w-128.h-128.jpeg?v=220513","Nhân Viên Kỹ Thuật Máy Photocopy / Máy In / Máy Tính (Không Cần Kinh Nghiệm)","Công Ty TNHH TMDV Máy Văn Phòng Quang Vĩnh","8 - 17 triệu","TP.HCM","TP.HCM","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-sales-admin-c7p122id200792953.html?open_from=0201_6_23&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5d2bdc3411cf7_1563155508.w-128.h-128.jpg?v=220513","Nhân Viên Sales Admin","Công Ty TNHH TM Kỹ Thuật Thế Giới Mạng","8 - 15 triệu","TP.HCM","TP.HCM","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/chuyen-vien-it-ho-tro-ky-thuat-quan-1-c7p122id200804264.html?open_from=0201_6_24&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/default/2022/10/04/images/166487017117.w-128.h-128.png?v=220513","Chuyên Viên IT Hỗ Trợ Kỹ Thuật - Quận 1","Công Ty Cổ Phần Vĩnh Hoàn","8 - 15 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/xay-dung/ky-su-cong-nghe-thong-tin-phan-cung-mang-dien-nhe-ky-thuat-du-an-c31p73id200788290.html?open_from=0201_6_25&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2018/10/26/1540524904_Nguyen_Loc1.w-128.h-128.jpg?v=220513","Kỹ Sư Công Nghệ Thông Tin Phần Cứng Mạng - Điện Nhẹ (Kỹ Thuật Dự Án)","Công Ty TNHH Công Nghệ Nguyên Lộc","18 - 30 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-network-c7p122id200802981.html?open_from=0201_6_26&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/02/17/79e2b82b5d34e36aba25_173977078986.w-128.h-128.jpg?v=220513","Nhân Viên IT Network","Công Ty TNHH Genbyte Technology (Việt Nam)","13 - 20 triệu","TP.HCM","TP.HCM","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-c34p73id200796288.html?open_from=0201_6_27&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/03/15/images/img_vieclam24h_vn_161578593081.w-128.h-128.jpeg?v=220513","Nhân Viên Kỹ Thuật","Công Ty TNHH Thương Mại Dịch Vụ Và Phát Triển Công Nghệ Techsi Việt Nam","8 - 15 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-kiem-tra-lap-rap-do-choi-tre-em-tan-phu-tp-hcm-c9p122id200802065.html?open_from=0201_6_28&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/02/25/avllh_177201224470.w-128.h-128.jpg?v=220513","Nhân Viên Kiểm Tra- Lắp Ráp Đồ Chơi Trẻ Em - Tân Phú, Tp.HCM","Công Ty TNHH An Việt Long","8 - 15 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-ban-hang-tai-showroom-go-vap-c6p122id200800726.html?open_from=0201_6_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/11/24/images/166927481250.w-128.h-128.png?v=220513","Nhân Viên Tư Vấn Bán Hàng Tại Showroom Gò Vấp","Công Ty Trách Nhiệm Hữu Hạn Tin Học Ngôi Sao Lớn","7 - 15 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-lap-rap-may-tinh-pc-laptop-c7p122id200800740.html?open_from=0201_6_30&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/11/24/images/166927481250.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Lắp Ráp Máy Tính (Pc, Laptop)","Công Ty Trách Nhiệm Hữu Hạn Tin Học Ngôi Sao Lớn","7 - 12 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-luong-15-trieu-tai-kcn-long-hau-di-lam-ngay-c7p123id200799873.html?open_from=0201_7_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5c22f551a589e_1545794897.w-128.h-128.png?v=220513","Nhân Viên IT Lương 15 Triệu Tại Kcn Long Hậu Đi Làm Ngay","Công Ty TNHH Một Thành Viên Chuyển Phát Nhanh Thuận Phong - Cn Tp.HCM","12 - 15 triệu","Long An","Long An","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/it-helpdesk-nhan-vien-it-ho-tro-ky-thuat-c7p122id200798232.html?open_from=0201_7_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/03/05/1_177270169138.w-128.h-128.jpg?v=220513","IT Helpdesk (Nhân Viên IT Hỗ Trợ Kỹ Thuật)","Công Ty TNHH Thai F&b","10 - 15 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/marketing/website-seo-specialist-thu-nhap-den-18-trieu-c12p119id200792877.html?open_from=0201_7_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/02/25/img-1723711694116_172371169446_174045536354.w-128.h-128.png?v=220513","Website & SEO Specialist - Thu Nhập Đến 18 Triệu","Công Ty CP Nước Giải Khát Wana","15 - 18 triệu","Bình Dương","Bình Dương","Còn 4 ngày","Ngày hết hạn nộp hồ sơ 07/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/quan-ly-it-phan-mem-c7p122id200794603.html?open_from=0201_7_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/09/09/z4677519643684_9e94cb222bc81b4b49f503703b45a0d0%20(1)_169424094435.w-128.h-128.jpg?v=220513","Quản Lý IT Phần Mềm","CÔNG TY TRÁCH NHIỆM HỮU HẠN THỰC PHẨM BÌNH VINH SÀI GÒN","15 - 25 triệu","TP.HCM","TP.HCM","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-mem/junior-it-helpdesk-khong-yeu-cau-kinh-nghiem-duoc-dao-tao-c8p122id200790114.html?open_from=0201_7_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/07/26/zero-alpha-logo-without-slogan-2023_175350347765.w-128.h-128.png?v=220513","Junior IT Helpdesk - Không Yêu Cầu Kinh Nghiệm Được Đào Tạo","Công Ty TNHH Zero Alpha","8 - 10 triệu","TP.HCM","TP.HCM","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-support-c7p122id200789600.html?open_from=0201_7_6&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2025/09/16/img-1758014108261_175801410864.w-128.h-128.png?v=220513","Nhân Viên IT Support","Công Ty Cổ Phần Y Khoa Loukas","7 - 10 triệu","TP.HCM","TP.HCM","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-thiet-bi-van-phong-di-lam-ngay-c13p122id200810687.html?open_from=0201_7_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/08/21/z6929220808757_f3335a037bf2e17f153c3293560f2fd5_175575110044.w-128.h-128.jpg?v=220513","Nhân Viên Kinh Doanh Thiết Bị Văn Phòng - Đi Làm Ngay","Chi Nhánh Thành Phố Hồ Chí Minh - Công Ty Cổ Phần Hđb Hà Nội","9 - 25 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-av-dien-nhe-trien-khai-giam-sat-luong-10-16tr-c34p122id200789585.html?open_from=0201_7_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/11/29/z7274201080134_18a480baa5edf472ce3824d03c919d17_176439192884.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Av / Điện Nhẹ (Triển Khai & Giám Sát) - Lương 10-16Tr","Công Ty TNHH Đầu Tư Công Nghệ Savitel","10 - 20 triệu","TP.HCM","TP.HCM","Còn 32 ngày","Ngày hết hạn nộp hồ sơ 04/06/2026"
"https://vieclam24h.vn/it-phan-cung-mang/it-lead-c7p122id200808353.html?open_from=0201_7_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5f7553e1d85bc_1601524705.w-128.h-128.png?v=220513","IT Lead","Công Ty TNHH In 3D Thành Danh","17 - 20 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-c7p122id200806153.html?open_from=0201_7_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/04/22/images/165061701693.w-128.h-128.jpeg?v=220513","Nhân Viên IT","Công Ty Cổ Phần Đầu Tư Phát Triển Vinatex","12 - 15 triệu","TP.HCM","TP.HCM","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-va-cong-nghe-c47p122id200800734.html?open_from=0201_7_11&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/11/06/download_176240275250.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Và Công Nghệ","Công Ty Cổ Phần Đầu Tư Thiết Bị Việt Nam","12 - 18 triệu","TP.HCM","TP.HCM","Còn 4 ngày","Ngày hết hạn nộp hồ sơ 07/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-c7p123id200769291.html?open_from=0201_7_12&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT","Công Ty TNHH SX TM Xnk Thada Auto Paints","9 - 13 triệu","Long An","Long An","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-mem/php-back-end-engineer-c8p122id200816783.html?open_from=0201_7_13&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/01/27/z7472211297311_234e58ec0ce3e782b2e8b33d5e941a9b_176948746571.w-128.h-128.jpg?v=220513","PHP Back End Engineer","Công ty TNHH AviviD AI Việt Nam","15 - 20 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-helpdesk-suport-up-to-14tr-thang-c7p119id200816717.html?open_from=0201_7_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/11/01/img-1730435356890_173043538532.w-128.h-128.png?v=220513","Nhân Viên IT Helpdesk / Suport - Up To 14Tr / Tháng","Công Ty Cổ Phần Thực Phẩm Và Nước Giải Khát Nam Việt","10 - 14 triệu","Bình Dương","Bình Dương","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-mem/thuc-tap-sinh-thiet-ke-va-lap-trinh-vi-dieu-khien-c8p122id200816537.html?open_from=0201_7_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2025/08/21/img-1755746593856_175574659493.w-128.h-128.png?v=220513","Thực Tập Sinh Thiết Kế Và Lập Trình Vi Điều Khiển","Công Ty TNHH Navix","0.5 - 5 triệu","TP.HCM","TP.HCM","Còn 26 ngày","Ngày hết hạn nộp hồ sơ 29/05/2026"
