"text-decoration-none href","rounded src","job-title","text-muted","mt-1","mt-1 2","badge","badge 2","badge 3"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-tester-26189654352.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/117618-200x200.jpg?v=1766636270","Thực Tập Sinh Tester","Công Ty TNHH Công Nghệ Số Nam Phương","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","11 giờ trước"
"https://jobsgo.vn/viec-lam/fresher-full-stack-test-engineer-ho-chi-minh-city-da-nang-hybrid-26634013548.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/442-200x200.jpg?v=1484562927","Fresher Full-Stack Test Engineer (Ho Chi Minh City / Da Nang – Hybrid)","Công ty TNHH KMS Technology Việt Nam","Thỏa thuận","Đà Nẵng, Hồ Chí Minh","Full-time","Không yêu cầu","11 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-cong-nghe-thong-tin-fulltime-co-ho-tro-luong-moc-thuc-tap-dao-tao-26628188157.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482735-200x200.jpg?v=1776065485","Thực Tập Sinh Công Nghệ Thông Tin (Fulltime) Có Hỗ Trợ Lương + Mộc Thực Tập + Đào Tạo","Công Ty TNHH Công Nghệ Phần Mềm Nasani","Đến 10 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","11 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-net-developer-aspnet-c-26629260898.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1820-200x200.jpg?v=1675051922","Thực Tập Sinh .Net Developer (ASP.NET, C#)","Công ty TNHH W2Solution Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","11 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-it-network-25698488343.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/40615-200x200.jpg?v=1598433742","Thực Tập Sinh IT Network","Công Ty TNHH Tư Vấn Và Dịch Vụ Chuyên Việt","Thỏa thuận","Hồ Chí Minh","Part-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/fresher-java-software-engineer-ho-chi-minh-city-da-nang-hybrid-26634203654.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/442-200x200.jpg?v=1484562927","Fresher Java Software Engineer (Ho Chi Minh City / Da Nang – Hybrid)","Công ty TNHH KMS Technology Việt Nam","Thỏa thuận","Đà Nẵng, Hồ Chí Minh","Full-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-media-26254426182.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/475685-200x200.jpg?v=1773369770","Thực Tập Sinh Media","Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Nam Linh Hồ Chí Minh","4 - 5 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/lap-trinh-vien-phan-mem-thuc-tap-sinh-26256069241.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/480178-200x200.jpg?v=1775196952","Lập Trình Viên Phần Mềm (Thực Tập Sinh)","Công Ty TNHH Dynaminds","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/intern-ai-erp-software-developer-26437484681.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/346236-200x200.jpg?v=1757295053","Intern AI - ERP - Software Developer","Công Ty TNHH T4 Tek","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-sales-marketing-26660872810.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/173820-200x200.jpg?v=1714115322","Thực Tập Sinh Sales Marketing","Công Ty TNHH Thương Mại Dịch Vụ Web Ideas","Đến 20 triệu VNĐ","Hồ Chí Minh","Part-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tu-van-marketing-ho-tro-moc-thuc-tap-26507158530.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482735-200x200.jpg?v=1776065485","Nhân Viên Tư Vấn - Marketing (Hỗ Trợ Mộc Thực Tập)","Công Ty TNHH Công Nghệ Phần Mềm Nasani","Đến 20 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 5 năm","12 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-full-stack-developer-nextjs-strapi-26662610922.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/383834-200x200.jpg?v=1776928551","Thực Tập Sinh Full Stack Developer (Next.js & Strapi)","Công Ty Cổ Phần Cung Ứng Dịch Vụ Mở Rộng Thị Trường","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-quan-ly-du-an-26591144645.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1827-200x200.jpg?v=1487578145","Thực Tập Sinh Quản Lý Dự Án","Công ty TNHH MTV CIMIGO","Thỏa thuận","Hồ Chí Minh, Hà Nội","Full-time","Không yêu cầu","12 giờ trước"
"https://jobsgo.vn/viec-lam/hcm-technical-designer-td-26773143982.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/98369-200x200.jpg?v=1670233503","HCM - Technical Designer (TD)","Công Ty TNHH Bando Vina","18 - 50 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 giờ trước"
"https://jobsgo.vn/viec-lam/hcm-sample-coordinator-26773116824.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/98369-200x200.jpg?v=1670233503","HCM-Sample Coordinator","Công Ty TNHH Bando Vina","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","2 giờ trước"
"https://jobsgo.vn/viec-lam/hcm-garment-merchaniser-mr-experienced-210-years-26773103245.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/98369-200x200.jpg?v=1670233503","HCM-Garment Merchaniser/Mr (Experienced 2~10 Years)","Công Ty TNHH Bando Vina","13 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 giờ trước"
"https://jobsgo.vn/viec-lam/hcm-pattern-cad-experienced-staffs-26773089666.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/98369-200x200.jpg?v=1670233503","HCM - Pattern/ CAD Experienced Staffs","Công Ty TNHH Bando Vina","14 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 giờ trước"
"https://jobsgo.vn/viec-lam/academic-advisor-overseas-study-centre-26772994613.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487219-200x200.jpg?v=1777795215","Academic Advisor - Overseas Study Centre","ILA Vietnam","9 - 13 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","3 giờ trước"
"https://jobsgo.vn/viec-lam/software-tester-26772532927.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487188-200x200.jpg?v=1777748411","Software Tester","Công Ty CP Giải Pháp Kinh Doanh Nền Tảng - Basebs","13 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","15 giờ trước"
"https://jobsgo.vn/viec-lam/devops-engineer-26772505769.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487188-200x200.jpg?v=1777748411","DevOps Engineer","Công Ty CP Giải Pháp Kinh Doanh Nền Tảng - Basebs","18 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","16 giờ trước"
"https://jobsgo.vn/viec-lam/procurement-specialist-26772098399.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487168-200x200.jpg?v=1777726863","Procurement Specialist","Social Bella Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 giờ trước"
"https://jobsgo.vn/viec-lam/fb-director-26771853977.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487144-200x200.jpg?v=1777719613","F&B Director","NiK Hotel","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 giờ trước"
"https://jobsgo.vn/viec-lam/it-staff-executive-26771473765.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487125-200x200.jpg?v=1777708818","IT Staff / Executive","Bank of India - Ho Chi Minh City Branch","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/senior-learning-development-executive-ld-26771405870.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Senior Learning & Development Executive (L&D)","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/senior-embedded-software-engineer-parking-system-adas-japanese-speaking-26771378712.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Senior Embedded Software Engineer (Parking System, ADAS) (Japanese Speaking)","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/hr-service-officer-digitalization-and-admin-26771365133.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","HR Service Officer (Digitalization and Admin)","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/lead-qa-qc-software-tester-python-playwright-26771310817.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Lead QA/QC Software Tester (Python/ Playwright)","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/technical-product-marketing-26771324396.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Technical Product Marketing","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/travel-to-expense-process-expert-asean-26771337975.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Travel to Expense Process Expert (Asean)","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/front-end-developer-ux-driven-26771297238.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Front End Developer - UX Driven","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/senior-it-business-analyst-26771283659.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Senior IT Business Analyst","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/frontend-team-lead-26771256501.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487117-200x200.jpg?v=1777705228","Frontend Team Lead","Bosch Global Software Technologies Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/account-manager-chuyen-activation-event-26770903447.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/953-200x200.jpg?v=1486099712","Account Manager Chuyên Activation, Event","Công ty TNHH Dịch vụ Quảng cáo MC","Thỏa thuận","Điện Biên, Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/senior-product-design-engineer-26770373866.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487087-200x200.jpg?v=1777683638","(Senior) Product Design Engineer","Sharkninja Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/swimming-instructor-swimming-coach-vietnamese-26770333129.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487089-200x200.jpg?v=1777683663","Swimming Instructor / Swimming Coach (Vietnamese)","International School Ho Chi Minh City (Ishcmc)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","1 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-thiet-ke-xay-dung-viettel-1320tr-hcm-26769070282.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487038-200x200.jpg?v=1777618816","Kỹ Sư Thiết Kế Xây Dựng (Viettel) | 13–20Tr | HCM","Công Ty Cổ Phần Tư Vấn Thiết Kế Viettel","13 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 ngày trước"
"https://jobsgo.vn/viec-lam/general-accountant-26768825860.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487030-200x200.jpg?v=1777615222","General Accountant","Innovature Consulting Co., Ltd","Đến 18 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 ngày trước"
"https://jobsgo.vn/viec-lam/quantity-surveyor-ky-su-du-toan-26768798702.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487029-200x200.jpg?v=1777615220","Quantity Surveyor (Kỹ Sư Dự Toán)","VinaQS Company Limited (Http://vinaqs.com)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","2 ngày trước"
"https://jobsgo.vn/viec-lam/arts-and-drama-teacher-expat-26768771544.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487027-200x200.jpg?v=1777615215","Arts And Drama Teacher (Expat)","EMASI Nam Long - EMASI International Bilingual Schools","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","2 ngày trước"
"https://jobsgo.vn/viec-lam/technical-project-engineer-26768554280.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/96345-200x200.jpg?v=1667873212","Technical Project Engineer","Công Ty TNHH Evida","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/senior-consultant-transaction-due-diligence-26768404911.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486987-200x200.jpg?v=1777575637","Senior Consultant | Transaction Due Diligence","Ernst & Young Vietnam Limited (EY Vietnam)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/rd-technician-pet-nutrition-7-month-contract-26768377753.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/487002-200x200.jpg?v=1777577432","R&D Technician, Pet Nutrition (7 month contract)","Archer Daniels Midland (ADM)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/fraud-authorization-officer-26768350595.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486986-200x200.jpg?v=1777575634","Fraud Authorization Officer","United Overseas Bank (Vietnam) Limited (UOB)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-he-thong-tai-lieu-va-luu-tru-26768214805.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/89498-200x200.jpg?v=1655437622","Chuyên viên Hệ thống Tài liệu và Lưu trữ","Công Ty Cổ Phần Phát Triển Bất Động Sản Filmore","15 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/procurement-category-specialist-logistics-operations-services-26768065436.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486982-200x200.jpg?v=1777575622","Procurement Category Specialist | Logistics Operations Services","Insee Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/financial-planning-business-analyst-26768011120.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486982-200x200.jpg?v=1777575622","Financial Planning & Business Analyst","Insee Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/experienced-consultant-forensic-integrity-services-26767956804.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486987-200x200.jpg?v=1777575637","Experienced Consultant - Forensic & Integrity Services","Ernst & Young Vietnam Limited (EY Vietnam)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/project-pre-sales-executive-26767916067.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486982-200x200.jpg?v=1777575622","Project Pre-sales Executive","Insee Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/trainer-sales-coach-sale-capability-development-26767929646.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486982-200x200.jpg?v=1777575622","Trainer/Sales Coach | Sale Capability Development","Insee Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/garment-technician-qa-tech-26767834593.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486991-200x200.jpg?v=1777575646","Garment Technician (QA Tech)","Newtimes Development LTD. - VIETNAM Representative Office","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/business-risk-control-senior-officer-26767793856.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486986-200x200.jpg?v=1777575634","Business Risk & Control Senior Officer","United Overseas Bank (Vietnam) Limited (UOB)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/senior-oracle-technical-consultant-hcmc-office-26767766698.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486987-200x200.jpg?v=1777575637","Senior Oracle Technical Consultant | HCMC Office","Ernst & Young Vietnam Limited (EY Vietnam)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
"https://jobsgo.vn/viec-lam/epicor-erp-technical-analyst-26767522276.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486984-200x200.jpg?v=1777575628","Epicor ERP Technical Analyst","Công Ty TNHH Mi-Jack Manufacturing Global Viet Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","3 ngày trước"
